title,street,city,state,phone,website,category,segment,use_case_en,use_case_es
Han’s Martial Arts,6910 N Mesa St Spc G,El Paso,Texas,(915) 328-2167,http://hanselpasomartialarts.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
English Language Institute at University of Texas at El Paso,101 W Robinson Ave #107b,El Paso,Texas,(915) 747-5142,https://www.utep.edu/extendeduniversity/professional-and-public-programs/programs/english-language-institute.html,English language school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
cassmar,500 W University Ave,El Paso,Texas,(915) 747-5785,https://www.utep.edu/engineering/mmbme/research/research.html,Public university,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
Sageland Elementary School,7901 Santa Monica Ct,El Paso,Texas,(915) 434-2900,http://sageland.yisd.net/,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Bliss SAC,2012 Sheridan Rd,Fort Bliss,Texas,(915) 568-2178,https://bliss.armymwr.com/programs/school-age-centers,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Healthy Horizons Institute,3905 Broaddus Ave,El Paso,Texas,(915) 292-7400,https://healthyhorizonsinstitute.com/,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Haskins Center,4500 Mobile Ave,El Paso,Texas,,,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Capelli Beauty and Barber College,5720 Trowbridge Dr Ste a,El Paso,Texas,(915) 222-8633,https://capelliedu.com/,Barber school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Yellow Ribbon Scholars 2,5011 Alabama St Ste E & F,El Paso,Texas,(915) 257-1589,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
Chapin A-building,7000 Dyer St,El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Family Child Care Fort Bliss,,El Paso,Texas,,,Military school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Chapin D-building,7000 Dyer St,El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Chapin C-building,7000 Dyer St,El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
The Y Child Development Center,,El Paso,Texas,,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
RSTI - Refrigeration Service Technologies Institute,4504 Tetons Dr,El Paso,Texas,(915) 500-4450,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Logan SAC,3505 Ellerthorpe Ave,El Paso,Texas,,,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
AOA BJJ Academy,4601 Hondo Pass Dr Ste i,El Paso,Texas,,https://www.aoacommunity.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Alicia R. Chacón International school,920 Burgundy Dr,El Paso,Texas,(915) 434-9200,https://www.yisd.net/aliciarchacon,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Keystone Christian School East,1335 Henry Brennan Dr,El Paso,Texas,(915) 229-0123,https://keystonechristianschools.org/,General education school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Play Skool Learning Center,8424 N Loop Dr,El Paso,Texas,(915) 633-9443,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
El Evangelio Eterno El Paso,1128 Lomaland Dr,El Paso,Texas,(915) 286-1358,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Wesly Iglesia Methodist,8001 N Loop Dr,El Paso,Texas,,,Methodist church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Ministerios Zion,7716 Alameda Ave,El Paso,Texas,(915) 774-0647,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Mission El Paso Community Development Center,8040 N Loop Dr,El Paso,Texas,,https://missionelpaso.org/,Church of the Nazarene,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Aladdin Daycare Center,,El Paso,Texas,,https://aladdindaycareep.com/,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
A&A Advanced Hair Academy,1029 N Zaragoza Rd,El Paso,Texas,(915) 858-1771,http://aahairacademy.com/,Beauty school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
CDL TRAINING (ALAMO TRUCK DRIVER TRAINING),615 N Zaragoza Rd,El Paso,Texas,(915) 702-0100,,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Prime Time CDL,615 N Zaragoza Rd #66,El Paso,Texas,(915) 314-2626,http://primetimetechnicalinstitute.com/,Truck driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Nazarene Border Initiative,7737 Wenda Dr,El Paso,Texas,(915) 562-6300,http://nazareneborderinitiative.org/,Church of the Nazarene,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Iglesia Cristiana Hesed Bondad De Dios,7728 Alameda Ave,El Paso,Texas,(915) 538-5901,https://hesedbondadedios.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Iglesia De Dios,7901 N Loop Dr,El Paso,Texas,(915) 592-6909,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Escuela para adultos,Padres Dr,El Paso,Texas,,,Adult education school,other,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Ysleta Middle School,8691 Independence Dr,El Paso,Texas,(915) 434-8200,http://ysletamiddle.yisd.net/,Middle school,school_k12,"your back-to-school night, fall festival, dances and sports tournaments","la noche de regreso a clases, festival de otoño, bailes y torneos deportivos"
Freedom Academy,4100 Montana Ave B,El Paso,Texas,(915) 246-1761,https://rymap.org/business/freedom-academy-bspmt4,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
MPIP Department - TTUHSCEP,4950 Gtwy Blvd E,El Paso,Texas,,,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
Casa Infantil Montessori,2517 Montana Ave,El Paso,Texas,(915) 500-4116,,Montessori preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
Cesar Chavez Academy,7814 Alameda Ave,El Paso,Texas,(915) 434-9600,,Middle school,school_k12,"your back-to-school night, fall festival, dances and sports tournaments","la noche de regreso a clases, festival de otoño, bailes y torneos deportivos"
Ttuhscep Human Resources,4950 Gtwy Blvd E,El Paso,Texas,,https://ttuhscep.edu/hr/,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
El Paso Police Academy,2300 Scenic Dr,El Paso,Texas,,https://www.joineppd.com/academy.php,Police academy,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
बोंगाईगांव,,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Sun City Brazilian Jiu Jitsu,4106 Montana Ave,El Paso,Texas,(915) 257-4933,https://linktr.ee/suncitybjjep,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Betesda South Central,602 Hills St,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Whiptail Music Studio,2328 Montana Ave,El Paso,Texas,(915) 263-3528,https://whiptailmusic.dudasites.com/,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Ballet Folklorico of El Paso,4710 Montana Ave,El Paso,Texas,(915) 731-1451,https://ballet-folklorico-of-el-paso.ueniweb.com/,Ballet school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Luna Nómada,"Inside Dance Designs, 927 Raynolds St",El Paso,Texas,(915) 929-8188,http://luna-nomada.com/,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
YWCA After School Programs,10712 Sam Snead Dr,El Paso,Texas,(915) 593-1289,https://www.ywcaelpaso.org/,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
YWCA After School Programs,10530 Janway Dr,El Paso,Texas,(915) 472-5882,,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Markspelman,7125 Industrial Ave,El Paso,Texas,(915) 433-8712,,Trade school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Second Baptist Church,401 S Virginia St,El Paso,Texas,(915) 532-7860,,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Phlebotomy Training Specialists,4105 Rio Bravo St Ste 105,El Paso,Texas,(888) 531-8378,https://www.phlebotomyusa.com/texas/el-paso-phlebotomy-courses/,Vocational school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
World Of Colors Learning Center,Suncrest Dr,El Paso,Texas,(918) 275-3453,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
St Andrews Weekday Children's,2155 Wedgewood Dr,El Paso,Texas,(915) 593-3043,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
Vista Del Sol KinderCare,11022 Vista del Sol Dr,El Paso,Texas,(915) 591-7795,https://www.kindercare.com/our-centers/el-paso/tx/300362?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_NTA3MjIxLTcxNS1sb2NhdGlvbi53ZWJzaXRl,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
Sun City Welding Academy,6940 Commerce Ave,El Paso,Texas,(915) 888-6082,http://www.suncitywelding.com/,Trade school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
3A Research LLC (East location),10400 Vista del Sol Dr #104,El Paso,Texas,(915) 598-8888,http://3asites.com/,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Wolfpack Training Academy,1147 Larry Mahan Dr # C,El Paso,Texas,(915) 345-2702,,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
YWCA After School Programs,5430 Buckley Dr,El Paso,Texas,(915) 472-5914,,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Olympus Beauty Academy,750 Sunland Park Dr #750,El Paso,Texas,(877) 710-9311,https://www.olympusbeauty.com/olympiancosmetology/location-el-paso/,Trade school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
ITS Academy of Beauty - El Paso,750 Sunland Park Dr,El Paso,Texas,(915) 779-8000,https://www.itsbeautyacademy.com/,Beauty school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
El Paso Practical,4171 N Mesa St,El Paso,Texas,,,Barber school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Iglesia Bautista Del Centro,816 S Florence St,El Paso,Texas,(915) 532-7109,,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Holy Family Catholic Church,900 W Missouri Ave,El Paso,Texas,(915) 532-8462,https://www.facebook.com/people/Holy-Family-Catholic-Church/100083153141543/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Texas A&M Transportation Institute,4050 Rio Bravo St #212,El Paso,Texas,(915) 532-3759,http://tti.tamu.edu/,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Recording Connection Audio Institute,120 W Castellano Dr suite a,El Paso,Texas,(915) 257-6850,https://recordingconnection.com/school-locations/el-paso/?utm_source=google&utm_medium=organic&utm_campaign=_ml_rc_starcity_el_paso_tx&utm_content=gmb,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Milan Institute of Cosmetology - El Paso West,750 Sunland Park Dr E-08B,El Paso,Texas,(915) 250-0431,https://milaninstitute.edu/locations/el-paso-sunderland-park-texas/,Trade school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Sound Stage 9 WEST,750 Sunland Park Dr,El Paso,Texas,(915) 910-2570,http://www.soundstage9.com/,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
El Paso Driving Academy,10120 Montwood Dr,El Paso,Texas,(915) 595-9896,http://www.elpasodriving.com/,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
5 Star Driving School,1212 N Yarbrough Dr,El Paso,Texas,(915) 598-1898,,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Dan's Concealed Carry Academy,1855 Trawood Dr Suite #209,El Paso,Texas,(915) 503-3876,,Firearms academy,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Championship Martial Arts,2000 Lomaland Dr Bldg 2,El Paso,Texas,(915) 592-5425,http://championshipmartialartselpaso.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Promesa de Dios,3125 Rivera Ave,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Christian Schools of El Paso,10104 Album Ave,El Paso,Texas,(915) 593-5011,https://www.christianschoolsofelpaso.org/,Kindergarten,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
United Training,1625 Hawkins Blvd Suite 100,El Paso,Texas,(915) 225-1515,https://unitedtraining.com/,Computer training school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
YISD Career and Technical Center,300 Opportunity Drive,El Paso,Texas,,,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
YISD CTC Automotive Technology,302 Vocational Dr,El Paso,Texas,,,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
YWCA After School Programs,1515 Rebecca Ann Dr,El Paso,Texas,,https://www.ywcaelpaso.org/after-school-program,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
"Accelerated Academy | Dental Assisting El Paso, TX",1713 Weston Brent Ln,El Paso,Texas,(844) 805-3785,https://www.acceleratedacademy.us/locations/vista-hill-dental-6d08e709-b88b-47e0-8b2e-63e0d4f0cdf9,Vocational school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Excel Medical Careers Academy Inc.,11890 Vista del Sol Dr,El Paso,Texas,(915) 302-4070,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
El Paso Driving Academy,550 N Yarbrough Dr #106,El Paso,Texas,(915) 594-8858,http://www.elpasodriving.com/,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Balloons Day Care,11107 Montwood Dr,El Paso,Texas,(915) 592-8596,,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
El Paso Bat Breakers,1601 James Chisum Dr,El Paso,Texas,(915) 873-4665,https://el-paso-bat-breakers.ueniweb.com/?utm_campaign=gmb,Sports school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Apex Karate Academy,11237 Pellicano Dr Suite C,El Paso,Texas,(915) 331-0673,http://apexkarateacademy.com/,Karate school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
El Paso Clinical Trials,1729 Weston Brent Ln,El Paso,Texas,(915) 247-2309,http://www.elpasoclinicaltrials.com/,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Ysleta Pre-K Center,7940 Craddock Ave,El Paso,Texas,(915) 434-9500,https://www.yisd.net/ysletaprek,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
Academy of Barbers iInstitute/EPT,1421 Lee Trevino Dr D7,El Paso,Texas,(915) 920-1157,,Barber school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
West Texas Driving Academy,1613 N Zaragoza Rd #111,El Paso,Texas,(915) 820-7513,http://www.westtexasdriving.com/,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
The Happy Note,11625 Pellicano Dr B,El Paso,Texas,(915) 630-6360,,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Adverse City,11450 James Watt Dr suite b-8,El Paso,Texas,(915) 791-2392,,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Studio,1478 George Dieter Dr,El Paso,Texas,,,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
WARRIORS TAEKWONDO TEAM,5070 Doniphan Dr Ste A,El Paso,Texas,(915) 975-4717,,Taekwondo school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Home of the Artist,369 Shadow Mountain Dr Suite A,El Paso,Texas,(915) 881-4007,http://www.homeoftheartist.org/,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Recording Connection Audio Institute,6430 Gtwy Blvd E Ste c,El Paso,Texas,(915) 257-5980,https://recordingconnection.com/school-locations/el-paso/?utm_source=google&utm_medium=organic&utm_campaign=_ml_rc_beaconhill_el_paso_tx&utm_content=gmb,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Third Generation Martial Arts,4950 Hondo Pass Dr Suite D,El Paso,Texas,(915) 751-7165,,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
The general cdl,8888 Dyer St Suite 416,El Paso,Texas,(915) 493-5282,https://thegeneralcdl.com/,Truck driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Flowers In the Garden Child Development Center,3331 Idalia Ave,El Paso,Texas,(575) 323-4443,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
Driving School C2266,3301 N Piedras St suite a,El Paso,Texas,(915) 566-5707,,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Iglesia Abundancia De Paz,7959 Esther Rd,El Paso,Texas,(915) 888-1259,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Iglesia De Dios En Cristo Jesus,1132 Gloria St,El Paso,Texas,,,Apostolic church,church,"your kermés, conferencias, aniversarios and bautizos","la kermés, conferencias, aniversarios y bautizos"
Iglesia De Cristo,7958 Esther Rd,El Paso,Texas,(915) 595-3931,,Church of Christ,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Iglesia Adventista del Séptimo Día Hispana - El Paso Meraz / El Paso Meraz Spanish Seventh-day Adventist Church,8084 Meraz Ave,El Paso,Texas,(915) 595-2550,http://www.adventistdirectory.org/ViewEntity.aspx?EntityID=10655,Seventh-day Adventist church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
San Alberto Magno Convent,634 Hampton Rd,El Paso,Texas,(915) 590-3107,,Religious destination,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Student Services Center,"Student Services Center, 886 N Oregon St",El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
ingles individual El Paso,221 N Kansas St Suite 700,El Paso,Texas,(915) 242-2161,http://inglesindividual.com/el-paso-texas/,English language school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Sanchez Studio,4671 Montana Ave,El Paso,Texas,(915) 307-6557,https://www.thejazzexchange.org/academyprogram,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
"Computer Labs, Inc.",6455 Hiller St Suite 6B,El Paso,Texas,(915) 591-8899,http://www.4cpubiz.com/,Computer training school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
St Paul's Day Care & Preschool,7000 Edgemere Blvd,El Paso,Texas,(915) 775-0119,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
JJ Aviation,6701 Convair Rd,El Paso,Texas,(915) 667-3639,,Aviation training institute,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
El Paso Massage Academy,221 N Kansas St Suite 700 - #5023,El Paso,Texas,(512) 987-8870,http://elpasomassageacademy.com/,Trade school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
The BOOST Network,100 N Stanton St #500,El Paso,Texas,(915) 533-2434,https://www.theboostnetwork.org/,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
young masters cello studies,805 Montana Ave,El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
ASC Technical Institute,6401 Convair Rd,El Paso,Texas,(915) 505-6488,https://asctechnicalinstitute.com/,Truck driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Reeves Martial Arts,221 N Kansas St Suite 800,El Paso,Texas,(915) 642-0808,,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
EMS Online Training Plus,500 W Overland Ave #250,El Paso,Texas,(915) 241-1911,http://www.eotp911.com/,Emergency training school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Tepeyac Institute,499 St Matthews St Building F,El Paso,Texas,(915) 872-8420,http://www.tepeyacinstitute.com/,Religious organization,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Academy of Dance,929 Raynolds St,El Paso,Texas,(915) 276-3353,https://www.facebook.com/academyofdancedesigns,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Cantareras Ceramic and Jewelry Studio Boutique,615 Montana Ave Suite A,El Paso,Texas,(915) 626-9566,https://cantareras.com/,Handicraft school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Pro Wrestling Legacy,1540 E San Antonio Ave,El Paso,Texas,(915) 330-5064,http://pwlegacy.com/,Wrestling school,vocational,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Aracely Sotelo LMT,1700 N Mesa St,El Paso,Texas,(915) 831-9328,,Massage school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Rayito De Sol Daycare & Learning,2120 Texas Ave,El Paso,Texas,(915) 351-0600,https://www.facebook.com/rayito.desol.313924/,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
The Children's Garden Day School,3927 Emory Rd,El Paso,Texas,(915) 219-2365,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
El Paso Ballet Theatre,1060 Doniphan Park Cir,El Paso,Texas,(915) 760-6062,http://www.elpasoballettheatre.com/,Ballet school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Nu Generation Advanced Esthetics Academy,3910 Doniphan Dr Ste D,El Paso,Texas,(915) 977-5685,http://www.nugenesthetics.com/,Beauty school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
fundación Madre Nuestra,5959 Gateway Blvd W,El Paso,Texas,(915) 727-5916,,Language school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
