title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,categories/20,categories/21,categories/22,url,categoryName
CAM MUSIC,,,2001 Trawood Dr,El Paso,Texas,US,https://www.facebook.com/CAMMUSIC25/,(915) 408-8534,Music school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CAM%20MUSIC&query_place_id=ChIJvyfPKulF54YRHHDrY4I9zso,Music school
Crystal Lotus School of Burlesque Arts,,,2267 Trawood Dr #2,El Paso,Texas,US,,(915) 777-1025,Dance school,Art school,School,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Crystal%20Lotus%20School%20of%20Burlesque%20Arts&query_place_id=ChIJZeXpRpVE54YRoBxG2gy6mjU,Dance school
Catholic Diocese of El Paso,4.5,152,499 St Matthews St,El Paso,Texas,US,http://www.elpasodiocese.org/,(915) 872-8400,Religious organization,Tourist attraction,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Catholic%20Diocese%20of%20El%20Paso&query_place_id=ChIJBSngBklD54YRmYeO18bmwRc,Religious organization
Ysleta Elementary School,,,8624 Dorbandt Cir,El Paso,Texas,US,https://www.yisd.net/ysletaelementary,(915) 434-8900,Elementary school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ysleta%20Elementary%20School&query_place_id=ChIJI8G5BylD54YR5eNAARS7_gY,Elementary school
Vargas Taekwondo EP,4.8,16,1810 Trawood Dr Suite N1,El Paso,Texas,US,https://vargasolympictkd.wixsite.com/vargas-olympic-taekw,(915) 315-6804,Taekwondo school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vargas%20Taekwondo%20EP&query_place_id=ChIJQRq_ZYhF54YRxvNwSo4eOnY,Taekwondo school
Lancaster Elementary School,,,9230 Elgin Dr,El Paso,Texas,US,http://lancaster.yisd.net/,(915) 434-3400,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lancaster%20Elementary%20School&query_place_id=ChIJbaoHqORC54YRnsNtYhlVYTA,Elementary school
North Loop Elementary School,,,412 Emerson St,El Paso,Texas,US,https://www.yisd.net/northloop,(915) 434-2800,Elementary school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=North%20Loop%20Elementary%20School&query_place_id=ChIJByb70ahc54YRmBZJJYHeueA,Elementary school
EARLY LEARNING CENTER,,,310 Dunne Ave,El Paso,Texas,US,,,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EARLY%20LEARNING%20CENTER&query_place_id=ChIJHw9au9Vb54YRLi3s4bybVVY,Preschool
His Dwelling Place,,,"A & B, 3105 N Yarbrough Dr",El Paso,Texas,US,http://spiritlifecc.com/,(915) 820-2082,Religious organization,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=His%20Dwelling%20Place&query_place_id=ChIJB1hs6NdE54YRNKkNBEfF8cs,Religious organization
Live N Proof Restoration Ministry,4,4,3355 N Yarbrough Dr Suit J,El Paso,Texas,US,http://inprestorationchurch.services/,(915) 200-9309,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Live%20N%20Proof%20Restoration%20Ministry&query_place_id=ChIJ4dvaYbNb54YR_BGYTnSgAR4,Church
St. Raphael Religious Formation,5,2,2301 Zanzibar Rd,El Paso,Texas,US,https://straphaelparish.wixsite.com/parish,(915) 593-1901,Parish,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Raphael%20Religious%20Formation&query_place_id=ChIJMUImtr5F54YRJ54hdRVUXb0,Parish
Un Nuevo Comienzo,5,3,3527 Firestone Dr,El Paso,Texas,US,,(915) 929-2001,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Un%20Nuevo%20Comienzo&query_place_id=ChIJTZ2UknxD54YRniwDQXi-L7c,Church
Knights of Columbus HUT #7563 Assembly #2968,3.4,5,Zanzibar Rd,El Paso,Texas,US,,,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Knights%20of%20Columbus%20HUT%20%237563%20Assembly%20%232968&query_place_id=ChIJw4P-tWlF54YRTHwO2ce4XYE,Catholic church
El Paso Latinoamericana,,,10640 Montwood Dr,El Paso,Texas,US,,(915) 822-3726,Church of the Nazarene,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Latinoamericana&query_place_id=ChIJK5DaH8RE54YRVo-B0Xfc2uA,Church of the Nazarene
El Paso ISD Purchasing,3,2,4900 Woodrow Bean Transmountain,El Paso,Texas,US,https://www.episd.org/page/warehouse-services,(915) 230-3120,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20ISD%20Purchasing&query_place_id=ChIJlY9-dh1R54YR1Z3GRQ9D_1w,School district office
YWCA After School Programs,,,9790 Pickerel Dr,El Paso,Texas,US,,(915) 472-5895,After school program,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=YWCA%20After%20School%20Programs&query_place_id=ChIJAaDXYHJR54YRcaUSuxDh_k0,After school program
Victory Warriors Academy,,,5455-5499 Annette Dr,El Paso,Texas,US,,,After school program,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Victory%20Warriors%20Academy&query_place_id=ChIJb4n4IWlR54YRq8bcUg8FKFE,After school program
EL PASO MASSAGE INSTITUTE,,,9639 Dyer St SECOND FLOOR,El Paso,Texas,US,,(915) 308-7766,Massage school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EL%20PASO%20MASSAGE%20INSTITUTE&query_place_id=ChIJMQCMhlNR54YRq_AbPeBeSnI,Massage school
CDLRapido Student Finance,,,5255 Woodrow Bean Transmountain Dr ste a2,El Paso,Texas,US,https://cdlrapido.com/,(915) 494-8478,Truck driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CDLRapido%20Student%20Finance&query_place_id=ChIJ8TWV8wZR54YRxv5vXIYTwEs,Truck driving school
El Paso Karate,4.8,66,10710 Gateway N Blvd # B4,El Paso,Texas,US,http://www.epkarate.com/,(915) 822-8818,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Karate&query_place_id=ChIJN9zsMEdr-hQRT0uOD_Z5tvo,Martial arts school
Ramona Elementary School,,,7755 Franklin Dr,El Paso,Texas,US,,(915) 434-6900,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ramona%20Elementary%20School&query_place_id=ChIJ81vWBKVd54YR8tBVPisxQ_Y,Elementary school
915 Languages,4.9,10,7001 Westwind Dr,El Paso,Texas,US,https://915languages.com/,(915) 248-1035,Language school,German language school,Summer camp organizer,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=915%20Languages&query_place_id=ChIJWzDp02n53YYRrvwmHbtWNwU,Language school
Escuelita Mia,5,3,7113 Villa Hermosa Dr,El Paso,Texas,US,,,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Escuelita%20Mia&query_place_id=ChIJ__87N4n43YYR-hMmDtwxPFw,Preschool
Children's Choice Learning Center,4.5,30,6330 N Mesa St j,El Paso,Texas,US,http://www.childrenschoiceep.com/,(915) 587-9100,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Children's%20Choice%20Learning%20Center&query_place_id=ChIJWZL5D3b43YYRNVXpwBXCVqA,Preschool
TBA GADSEN,,,7550 Remcon Cir,El Paso,Texas,US,,,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TBA%20GADSEN&query_place_id=ChIJ1yQBGQD53YYRP1LZxFCDosI,Educational institution
El Paso Parents of Multiples Club,,,5005 Love Rd,El Paso,Texas,US,,(915) 760-6955,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Parents%20of%20Multiples%20Club&query_place_id=ChIJj0PJRar53YYR4CCDyH7MAks,Preschool
Healing Arts Institute of Texas,5,1,6633 N Mesa St #507,El Paso,Texas,US,https://healingartsinstituteoftexas.com/,(915) 328-3608,Massage school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Healing%20Arts%20Institute%20of%20Texas&query_place_id=ChIJa_rLMKX53YYRa6N7CAGZ-Io,Massage school
"Jeff Speakman's Kenpo 5.0 El Paso Tx, USA",5,6,5034 Doniphan Dr Suite 1B,El Paso,Texas,US,http://www.jsk5.0elpasotxusa.com/,(915) 478-4091,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jeff%20Speakman's%20Kenpo%205.0%20El%20Paso%20Tx%2C%20USA&query_place_id=ChIJd1DZXpP53YYRm4B9YOUSIY0,Martial arts school
EP Self Defense Initiative,,,7136 Armistad Ave,El Paso,Texas,US,,(915) 803-8148,Self defense school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EP%20Self%20Defense%20Initiative&query_place_id=ChIJCT0tMjf53YYRngDlahSiIYk,Self defense school
EPISD Fine Arts Office,5,2,4864 Doniphan Dr,El Paso,Texas,US,https://www.episd.org/o/episd/page/fine-arts,(915) 230-3500,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EPISD%20Fine%20Arts%20Office&query_place_id=ChIJ53KB91P43YYRImanvm_B0Fk,School district office
Southwest Music Academy,,,8001 N Mesa St,El Paso,Texas,US,http://www.learn2play.net/contact.html,(575) 644-8025,Music school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Southwest%20Music%20Academy&query_place_id=ChIJq6p6MFT43YYRpuZ0E2mcULw,Music school
Center For Internal Arts,5,2,5757 Montoya Dr,El Paso,Texas,US,http://www.centerforinternalarts.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3957632550241486968,(915) 584-4730,Tai chi school,Martial arts school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Center%20For%20Internal%20Arts&query_place_id=ChIJGTDX_zz53YYRVF3yE5VddO0,Tai chi school
OTT Taekwondo USA,5,23,7456 Cimarron Market Ave Ste E-3,El Paso,Texas,US,https://ott-usa.com/,(915) 299-9222,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=OTT%20Taekwondo%20USA&query_place_id=ChIJOZdWm5H43YYRCBkOMJNgulE,Martial arts school
Premier Martial Arts West El Paso,5,46,5044 Doniphan Dr b 100,El Paso,Texas,US,https://premiermartialarts.com/texas-el-paso/,(915) 474-7850,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Premier%20Martial%20Arts%20West%20El%20Paso&query_place_id=ChIJlWA3cIL53YYR73XSU9AfvVI,Martial arts school
Champions Tae Kwon DO Center,5,92,1035 Belvidere St #350,El Paso,Texas,US,http://championstaekwondo.com/,(915) 842-8305,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Champions%20Tae%20Kwon%20DO%20Center&query_place_id=ChIJazJXWoH43YYRRgZ7PfZ_kgM,Martial arts school
Dance Palace,5,3,,El Paso,Texas,US,https://usavistalab.top/details/dance-palace-ChIJyzx,(575) 494-6835,Dance school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dance%20Palace&query_place_id=ChIJyzxLtWf43YYRuf6baZLxoYc,Dance school
Hayashi's Martial Arts Academy - Hayashi Dojo EST. 1955,4.9,25,211 Teramar Way,El Paso,Texas,US,http://hayashismartialarts.com/?y_source=1_MTAwODkyNzY3OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==#,(915) 760-6999,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hayashi's%20Martial%20Arts%20Academy%20-%20Hayashi%20Dojo%20EST.%201955&query_place_id=ChIJGxPHhlH43YYRoMbr90zYPp8,Martial arts school
Han’s Martial Arts,4.9,70,6910 N Mesa St Spc G,El Paso,Texas,US,http://hanselpasomartialarts.com/,(915) 328-2167,Martial arts school,Boxing club,Kickboxing school,Taekwondo school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Han%E2%80%99s%20Martial%20Arts&query_place_id=ChIJeVko6xf43YYRApi2Ci-toXQ,Martial arts school
English Language Institute at University of Texas at El Paso,5,1,101 W Robinson Ave #107b,El Paso,Texas,US,https://www.utep.edu/extendeduniversity/professional-and-public-programs/programs/english-language-institute.html,(915) 747-5142,English language school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=English%20Language%20Institute%20at%20University%20of%20Texas%20at%20El%20Paso&query_place_id=ChIJfZ5VeTBZ54YRzpdPF8Ckz6A,English language school
cassmar,,,500 W University Ave,El Paso,Texas,US,https://www.utep.edu/engineering/mmbme/research/research.html,(915) 747-5785,Public university,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cassmar&query_place_id=ChIJ89RV5VtY54YRHEJHLllE1oY,Public university
Sageland Elementary School,,,7901 Santa Monica Ct,El Paso,Texas,US,http://sageland.yisd.net/,(915) 434-2900,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sageland%20Elementary%20School&query_place_id=ChIJlXeCgFRb54YRZz8xO30NgLc,Elementary school
Bliss SAC,5,2,2012 Sheridan Rd,Fort Bliss,Texas,US,https://bliss.armymwr.com/programs/school-age-centers,(915) 568-2178,After school program,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bliss%20SAC&query_place_id=ChIJ64jVrwFa54YRPZLd6CspL-8,After school program
Healthy Horizons Institute,4.3,11,3905 Broaddus Ave,El Paso,Texas,US,https://healthyhorizonsinstitute.com/,(915) 292-7400,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Healthy%20Horizons%20Institute&query_place_id=ChIJd6X4QJVX54YRWK-m2vZEVTA,Educational institution
Haskins Center,,,4500 Mobile Ave,El Paso,Texas,US,,,College,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Haskins%20Center&query_place_id=ChIJxVwXJABb54YR8RK97kYIKT4,College
Capelli Beauty and Barber College,4.6,19,5720 Trowbridge Dr Ste a,El Paso,Texas,US,https://capelliedu.com/,(915) 222-8633,Barber school,Beauty school,Educational institution,Technical school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Capelli%20Beauty%20and%20Barber%20College&query_place_id=ChIJF8DZc2Kd2EwRpxnzAX4QOxQ,Barber school
Yellow Ribbon Scholars 2,,,5011 Alabama St Ste E & F,El Paso,Texas,US,,(915) 257-1589,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Yellow%20Ribbon%20Scholars%202&query_place_id=ChIJ6d4r4alX54YRBGruuIF5Frw,Preschool
El Paso Isd,,,3700 Thomason Ave,El Paso,Texas,US,,(214) 214-3100,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Isd&query_place_id=ChIJ__8PAE9X54YRBGm97M59YrI,School district office
Chapin A-building,4.5,2,7000 Dyer St,El Paso,Texas,US,,,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapin%20A-building&query_place_id=ChIJKUBVcgBX54YRbyQC1n_Flgw,Educational institution
Family Child Care Fort Bliss,,,,El Paso,Texas,US,,,Military school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Family%20Child%20Care%20Fort%20Bliss&query_place_id=ChIJxa-4hMlQ54YRhTrpqHfr2vw,Military school
Chapin D-building,5,1,7000 Dyer St,El Paso,Texas,US,,,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapin%20D-building&query_place_id=ChIJA75QJwBX54YR5bXx8PQXqFQ,Educational institution
Chapin C-building,5,1,7000 Dyer St,El Paso,Texas,US,,,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapin%20C-building&query_place_id=ChIJfzN6CQBX54YRpNTpNcMuT6s,Educational institution
Chapin JROTC Building,5,1,4220 Ellerthorpe Ave,El Paso,Texas,US,,,School center,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapin%20JROTC%20Building&query_place_id=ChIJs9DYDgBX54YRqvkyyBFN-RY,School center
Chapin Fine Arts Building,5,2,7000 Dyer St,El Paso,Texas,US,,,School center,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapin%20Fine%20Arts%20Building&query_place_id=ChIJCXmNZgBX54YRYFQ66XX6rd8,School center
The Y Child Development Center,,,,El Paso,Texas,US,,,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Y%20Child%20Development%20Center&query_place_id=ChIJWf1z61NX54YRDGgg7afGW7I,Preschool
RSTI - Refrigeration Service Technologies Institute,,,4504 Tetons Dr,El Paso,Texas,US,,(915) 500-4450,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RSTI%20-%20Refrigeration%20Service%20Technologies%20Institute&query_place_id=ChIJdTHvMNFR54YRVohsLPwmjHI,Educational institution
Logan SAC,,,3505 Ellerthorpe Ave,El Paso,Texas,US,,,After school program,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Logan%20SAC&query_place_id=ChIJ0YrfeTdX54YRYRXHq_Q9Njk,After school program
AOA BJJ Academy,4.9,59,4601 Hondo Pass Dr Ste i,El Paso,Texas,US,https://www.aoacommunity.com/,,Martial arts school,Fitness center,Sports club,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=AOA%20BJJ%20Academy&query_place_id=ChIJkQ8pwE9R54YRj9U4pRNglXc,Martial arts school
Alicia R. Chacón International school,,,920 Burgundy Dr,El Paso,Texas,US,https://www.yisd.net/aliciarchacon,(915) 434-9200,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alicia%20R.%20Chac%C3%B3n%20International%20school&query_place_id=ChIJOTEHwPhC54YRQvl8y_nQBU4,Elementary school
SISD Technology Services Center,4,1,12440 Rojas Dr Suite B,El Paso,Texas,US,https://www.sisd.net/page/technology-services,(915) 937-1111,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SISD%20Technology%20Services%20Center&query_place_id=ChIJ00t3ZTBD54YRpnWr_WBFUpc,School district office
Keystone Christian School East,,,1335 Henry Brennan Dr,El Paso,Texas,US,https://keystonechristianschools.org/,(915) 229-0123,General education school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keystone%20Christian%20School%20East&query_place_id=ChIJ51CB3DFD54YRGA4MzZx4zAc,General education school
Play Skool Learning Center,3.9,8,8424 N Loop Dr,El Paso,Texas,US,,(915) 633-9443,Preschool,Child care agency,Day care center,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Play%20Skool%20Learning%20Center&query_place_id=ChIJ_8Cg9EdD54YR_UZErZpmvCM,Preschool
El Evangelio Eterno El Paso,5,2,1128 Lomaland Dr,El Paso,Texas,US,,(915) 286-1358,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Evangelio%20Eterno%20El%20Paso&query_place_id=ChIJtdQnTflD54YRRStOBmwria0,Church
Wesly Iglesia Methodist,5,1,8001 N Loop Dr,El Paso,Texas,US,,,Methodist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wesly%20Iglesia%20Methodist&query_place_id=ChIJEd-Sk61c54YRHA4fYLfZubo,Methodist church
Ministerios Zion,5,2,7716 Alameda Ave,El Paso,Texas,US,,(915) 774-0647,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ministerios%20Zion&query_place_id=ChIJLWxvuKNc54YRzDyUAqCAF7c,Church
Mission El Paso Community Development Center,5,5,8040 N Loop Dr,El Paso,Texas,US,https://missionelpaso.org/,,Church of the Nazarene,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mission%20El%20Paso%20Community%20Development%20Center&query_place_id=ChIJCddbDSRd54YR5DOD5rUbOBk,Church of the Nazarene
Aladdin Daycare Center,,,,El Paso,Texas,US,https://aladdindaycareep.com/,,After school program,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Aladdin%20Daycare%20Center&query_place_id=ChIJiXVaiexC54YRsLgIfx0pxMw,After school program
A&A Advanced Hair Academy,,,1029 N Zaragoza Rd,El Paso,Texas,US,http://aahairacademy.com/,(915) 858-1771,Beauty school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=A%26A%20Advanced%20Hair%20Academy&query_place_id=ChIJuTwj_A9D54YRKAFWdH4_u3c,Beauty school
CDL TRAINING (ALAMO TRUCK DRIVER TRAINING),4.8,5,615 N Zaragoza Rd,El Paso,Texas,US,,(915) 702-0100,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CDL%20TRAINING%20(ALAMO%20TRUCK%20DRIVER%20TRAINING)&query_place_id=ChIJp63g_JRD54YRfJ5BHwh0kPI,Driving school
Prime Time CDL,4.8,60,615 N Zaragoza Rd #66,El Paso,Texas,US,http://primetimetechnicalinstitute.com/,(915) 314-2626,Truck driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Prime%20Time%20CDL&query_place_id=ChIJ8UI89VlD54YRAsRTXFIS4VA,Truck driving school
SISD Department of Transportation,2.8,31,12460 Rojas Dr,El Paso,Texas,US,https://www.sisd.net/page/transportation,(915) 937-0600,School bus service,School administration office,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SISD%20Department%20of%20Transportation&query_place_id=ChIJHR3g7DZC54YRdo6We8HDnfE,School bus service
Nazarene Border Initiative,5,1,7737 Wenda Dr,El Paso,Texas,US,http://nazareneborderinitiative.org/,(915) 562-6300,Church of the Nazarene,Mission,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nazarene%20Border%20Initiative&query_place_id=ChIJ5cfLISld54YRF64wrF1AItI,Church of the Nazarene
Iglesia Cristiana Hesed Bondad De Dios,5,1,7728 Alameda Ave,El Paso,Texas,US,https://hesedbondadedios.com/,(915) 538-5901,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Iglesia%20Cristiana%20Hesed%20Bondad%20De%20Dios&query_place_id=ChIJQ_HlVwBd54YRStYw7tOWnPk,Church
Iglesia De Dios,5,4,7901 N Loop Dr,El Paso,Texas,US,,(915) 592-6909,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Iglesia%20De%20Dios&query_place_id=ChIJ7eoEea5c54YRambBleig9os,Church
Escuela para adultos,,,Padres Dr,El Paso,Texas,US,,,Adult education school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Escuela%20para%20adultos&query_place_id=ChIJ19wOtg9D54YR7ZW1hW3bTK0,Adult education school
Ysleta Middle School,,,8691 Independence Dr,El Paso,Texas,US,http://ysletamiddle.yisd.net/,(915) 434-8200,Middle school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ysleta%20Middle%20School&query_place_id=ChIJP-czndVC54YRbN2DU2k8VKo,Middle school
Freedom Academy,5,14,4100 Montana Ave B,El Paso,Texas,US,https://rymap.org/business/freedom-academy-bspmt4,(915) 246-1761,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Freedom%20Academy&query_place_id=ChIJX0Ann3JZ54YRx4tKVmwdcus,Educational institution
MPIP Department - TTUHSCEP,,,4950 Gtwy Blvd E,El Paso,Texas,US,,,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MPIP%20Department%20-%20TTUHSCEP&query_place_id=ChIJk4ndXNdb54YRWKsjCque7eI,University
Casa Infantil Montessori,3.7,3,2517 Montana Ave,El Paso,Texas,US,,(915) 500-4116,Montessori preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Casa%20Infantil%20Montessori&query_place_id=ChIJa6lYXeZZ54YRQ6r60IHeJPw,Montessori preschool
Cesar Chavez Academy,,,7814 Alameda Ave,El Paso,Texas,US,,(915) 434-9600,Middle school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cesar%20Chavez%20Academy&query_place_id=ChIJsRubZaNc54YRrPV1Kg6e1P4,Middle school
Ttuhscep Human Resources,,,4950 Gtwy Blvd E,El Paso,Texas,US,https://ttuhscep.edu/hr/,,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ttuhscep%20Human%20Resources&query_place_id=ChIJbZLXIABb54YRx6fej-lwuW4,University
El Paso Police Academy,,,2300 Scenic Dr,El Paso,Texas,US,https://www.joineppd.com/academy.php,,Police academy,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Police%20Academy&query_place_id=ChIJbSQ6H7hZ54YRInKtzdRsW1Y,Police academy
बोंगाईगांव,,,,El Paso,Texas,US,,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%A4%AC%E0%A5%8B%E0%A4%82%E0%A4%97%E0%A4%BE%E0%A4%88%E0%A4%97%E0%A4%BE%E0%A4%82%E0%A4%B5&query_place_id=ChIJK9ijRgBZ54YRtBn6S5ko4PY,Church
Sun City Brazilian Jiu Jitsu,5,6,4106 Montana Ave,El Paso,Texas,US,https://linktr.ee/suncitybjjep,(915) 257-4933,Martial arts school,Coaching center,Fitness center,Wrestling school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sun%20City%20Brazilian%20Jiu%20Jitsu&query_place_id=ChIJe5Fm4ElZ54YRW5i6EUVH0Pc,Martial arts school
Betesda South Central,5,2,602 Hills St,El Paso,Texas,US,,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Betesda%20South%20Central&query_place_id=ChIJLcnL1fNZ54YRScceGoVONUM,Church
Whiptail Music Studio,4.8,23,2328 Montana Ave,El Paso,Texas,US,https://whiptailmusic.dudasites.com/,(915) 263-3528,Music school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Whiptail%20Music%20Studio&query_place_id=ChIJr_VE-E1Z54YRbZiiMkILxEg,Music school
